"No.","Time","Source","Destination","Protocol","Length","Info"
"2275","1.727031444","18.173.240.180","10.0.2.15","OCSP","1125","Response"
"2276","1.727036267","10.0.2.15","18.173.240.180","TCP","54","34916  >  80 [ACK] Seq=434 Ack=1072 Win=63189 Len=0"
"2285","1.739547270","98.82.158.241","10.0.2.15","TLSv1.3","555","Application Data"
"2286","1.739551929","10.0.2.15","98.82.158.241","TCP","54","45864  >  443 [ACK] Seq=2565 Ack=11009 Win=63275 Len=0"
"2287","1.779182830","54.36.150.183","10.0.2.15","TLSv1.3","1514","Server Hello, Change Cipher Spec, Application Data"
"2288","1.779187456","10.0.2.15","54.36.150.183","TCP","54","36166  >  443 [ACK] Seq=518 Ack=1461 Win=63360 Len=0"
"2289","1.779534932","54.36.150.183","10.0.2.15","TCP","1514","443  >  36166 [PSH, ACK] Seq=1461 Ack=518 Win=65535 Len=1460 [TCP segment of a reassembled PDU]"
"2290","1.779539438","10.0.2.15","54.36.150.183","TCP","54","36166  >  443 [ACK] Seq=518 Ack=2921 Win=63360 Len=0"
"2291","1.779830553","54.36.150.183","10.0.2.15","TCP","1230","443  >  36166 [PSH, ACK] Seq=2921 Ack=518 Win=65535 Len=1176 [TCP segment of a reassembled PDU]"
"2292","1.779835081","10.0.2.15","54.36.150.183","TCP","54","36166  >  443 [ACK] Seq=518 Ack=4097 Win=63360 Len=0"
"2293","1.779940290","54.36.150.183","10.0.2.15","TLSv1.3","493","Application Data, Application Data, Application Data"
"2294","1.779942040","10.0.2.15","54.36.150.183","TCP","54","36166  >  443 [ACK] Seq=518 Ack=4536 Win=63360 Len=0"
"2295","1.781951716","10.0.2.15","54.36.150.183","TLSv1.3","118","Change Cipher Spec, Application Data"
"2296","1.782041371","54.36.150.183","10.0.2.15","TCP","60","443  >  36166 [ACK] Seq=4536 Ack=582 Win=65535 Len=0"
"2297","1.782264530","10.0.2.15","54.36.150.183","TLSv1.3","224","Application Data"
"2298","1.782282523","10.0.2.15","54.36.150.183","TLSv1.3","356","Application Data"
"2299","1.782369487","54.36.150.183","10.0.2.15","TCP","60","443  >  36166 [ACK] Seq=4536 Ack=752 Win=65535 Len=0"
"2300","1.782761611","54.36.150.183","10.0.2.15","TCP","60","443  >  36166 [ACK] Seq=4536 Ack=1054 Win=65535 Len=0"
"2301","1.833934689","208.80.154.224","10.0.2.15","TCP","60","80  >  40598 [FIN, ACK] Seq=1 Ack=1 Win=65535 Len=0"
"2302","1.834995388","10.0.2.15","208.80.154.224","TCP","54","40598  >  80 [FIN, ACK] Seq=1 Ack=2 Win=64239 Len=0"
"2303","1.835101122","208.80.154.224","10.0.2.15","TCP","60","80  >  40598 [ACK] Seq=2 Ack=2 Win=65535 Len=0"
"2310","1.842033019","10.0.2.15","185.167.164.53","TCP","74","50144  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=1732075037 TSecr=0 WS=128"
"2313","1.842760685","10.0.2.15","50.57.31.206","TCP","74","49272  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=415724165 TSecr=0 WS=128"
"2314","1.842829713","10.0.2.15","69.147.82.60","TCP","74","37828  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=4274051688 TSecr=0 WS=128"
"2315","1.842875311","10.0.2.15","52.0.156.250","TCP","74","33786  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=2452677617 TSecr=0 WS=128"
"2316","1.842924498","10.0.2.15","8.28.7.81","TCP","74","40192  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=2337932459 TSecr=0 WS=128"
"2317","1.843007000","10.0.2.15","3.213.245.182","TCP","74","40408  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=4063868333 TSecr=0 WS=128"
"2322","1.850027228","185.167.164.53","10.0.2.15","TCP","60","443  >  50144 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460"
"2323","1.850038111","10.0.2.15","185.167.164.53","TCP","54","50144  >  443 [ACK] Seq=1 Ack=1 Win=64240 Len=0"
"2326","1.851016116","10.0.2.15","185.167.164.53","TLSv1.3","571","Client Hello"
"2327","1.851659279","185.167.164.53","10.0.2.15","TCP","60","443  >  50144 [ACK] Seq=1 Ack=518 Win=65535 Len=0"
"2328","1.851659333","69.147.82.60","10.0.2.15","TCP","60","443  >  37828 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460"
"2329","1.851664091","10.0.2.15","69.147.82.60","TCP","54","37828  >  443 [ACK] Seq=1 Ack=1 Win=64240 Len=0"
"2333","1.852821331","10.0.2.15","69.147.82.60","TLSv1.3","571","Client Hello"
"2334","1.852906458","69.147.82.60","10.0.2.15","TCP","60","443  >  37828 [ACK] Seq=1 Ack=518 Win=65535 Len=0"
"2342","1.861378811","52.0.156.250","10.0.2.15","TCP","60","443  >  33786 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460"
"2343","1.861389027","10.0.2.15","52.0.156.250","TCP","54","33786  >  443 [ACK] Seq=1 Ack=1 Win=64240 Len=0"
"2345","1.861690434","8.28.7.81","10.0.2.15","TCP","60","443  >  40192 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460"
"2346","1.861697828","10.0.2.15","8.28.7.81","TCP","54","40192  >  443 [ACK] Seq=1 Ack=1 Win=64240 Len=0"
"2347","1.861855086","3.213.245.182","10.0.2.15","TCP","60","443  >  40408 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460"
"2349","1.861863333","10.0.2.15","3.213.245.182","TCP","54","40408  >  443 [ACK] Seq=1 Ack=1 Win=64240 Len=0"
"2356","1.863331599","10.0.2.15","52.0.156.250","TLSv1.2","571","Client Hello"
"2357","1.863470495","52.0.156.250","10.0.2.15","TCP","60","443  >  33786 [ACK] Seq=1 Ack=518 Win=65535 Len=0"
"2361","1.865051435","10.0.2.15","3.213.245.182","TLSv1.3","571","Client Hello"
"2362","1.865140302","3.213.245.182","10.0.2.15","TCP","60","443  >  40408 [ACK] Seq=1 Ack=518 Win=65535 Len=0"
"2363","1.865626270","185.167.164.53","10.0.2.15","TLSv1.3","1494","Server Hello, Change Cipher Spec, Application Data"
"2364","1.865629496","10.0.2.15","185.167.164.53","TCP","54","50144  >  443 [ACK] Seq=518 Ack=1441 Win=63360 Len=0"
"2365","1.865669714","185.167.164.53","10.0.2.15","TCP","1494","443  >  50144 [ACK] Seq=1441 Ack=518 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"2366","1.865672076","10.0.2.15","185.167.164.53","TCP","54","50144  >  443 [ACK] Seq=518 Ack=2881 Win=63360 Len=0"
"2368","1.865814538","185.167.164.53","10.0.2.15","TLSv1.3","2125","Application Data, Application Data, Application Data"
"2369","1.865816004","10.0.2.15","185.167.164.53","TCP","54","50144  >  443 [ACK] Seq=518 Ack=4952 Win=61289 Len=0"
"2370","1.866161927","10.0.2.15","8.28.7.81","TLSv1.3","571","Client Hello"
"2375","1.866465215","8.28.7.81","10.0.2.15","TCP","60","443  >  40192 [ACK] Seq=1 Ack=518 Win=65535 Len=0"
"2387","1.871304140","10.0.2.15","23.203.176.221","OCSP","478","Request"
"2388","1.871387528","23.203.176.221","10.0.2.15","TCP","60","80  >  46956 [ACK] Seq=874 Ack=849 Win=65535 Len=0"
"2390","1.873683846","69.147.82.60","10.0.2.15","TLSv1.3","1514","Server Hello, Change Cipher Spec, Application Data"
"2391","1.873688265","10.0.2.15","69.147.82.60","TCP","54","37828  >  443 [ACK] Seq=518 Ack=1461 Win=63360 Len=0"
"2392","1.874411766","69.147.82.60","10.0.2.15","TCP","1514","443  >  37828 [PSH, ACK] Seq=1461 Ack=518 Win=65535 Len=1460 [TCP segment of a reassembled PDU]"
"2393","1.874428293","10.0.2.15","69.147.82.60","TCP","54","37828  >  443 [ACK] Seq=518 Ack=2921 Win=63360 Len=0"
"2394","1.874852879","69.147.82.60","10.0.2.15","TCP","1230","443  >  37828 [PSH, ACK] Seq=2921 Ack=518 Win=65535 Len=1176 [TCP segment of a reassembled PDU]"
"2395","1.874857768","10.0.2.15","69.147.82.60","TCP","54","37828  >  443 [ACK] Seq=518 Ack=4097 Win=63360 Len=0"
"2396","1.875619393","69.147.82.60","10.0.2.15","TLSv1.3","1215","Application Data, Application Data, Application Data"
"2397","1.875624304","10.0.2.15","69.147.82.60","TCP","54","37828  >  443 [ACK] Seq=518 Ack=5258 Win=63360 Len=0"
"2399","1.877409289","54.36.150.183","10.0.2.15","TLSv1.3","212","Application Data, Application Data"
"2401","1.877413434","10.0.2.15","54.36.150.183","TCP","54","36166  >  443 [ACK] Seq=1054 Ack=4694 Win=63360 Len=0"
"2404","1.877928135","50.57.31.206","10.0.2.15","TCP","60","443  >  49272 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460"
"2405","1.877933768","10.0.2.15","50.57.31.206","TCP","54","49272  >  443 [ACK] Seq=1 Ack=1 Win=64240 Len=0"
"2406","1.878041689","54.36.150.183","10.0.2.15","TLSv1.3","284","Application Data, Application Data"
"2407","1.878043975","10.0.2.15","54.36.150.183","TCP","54","36166  >  443 [ACK] Seq=1054 Ack=4924 Win=63360 Len=0"
"2408","1.878360377","10.0.2.15","54.36.150.183","TLSv1.3","85","Application Data"
"2410","1.878471820","54.36.150.183","10.0.2.15","TCP","60","443  >  36166 [ACK] Seq=4924 Ack=1085 Win=65535 Len=0"
"2419","1.881214422","10.0.2.15","50.57.31.206","TLSv1.2","571","Client Hello"
"2420","1.881350398","50.57.31.206","10.0.2.15","TCP","60","443  >  49272 [ACK] Seq=1 Ack=518 Win=65535 Len=0"
"2421","1.881403456","10.0.2.15","54.36.150.183","TLSv1.3","152","Application Data"
"2422","1.881470799","54.36.150.183","10.0.2.15","TCP","60","443  >  36166 [ACK] Seq=4924 Ack=1183 Win=65535 Len=0"
"2423","1.881562117","10.0.2.15","69.147.82.60","TLSv1.3","118","Change Cipher Spec, Application Data"
"2424","1.881696474","69.147.82.60","10.0.2.15","TCP","60","443  >  37828 [ACK] Seq=5258 Ack=582 Win=65535 Len=0"
"2425","1.881868763","10.0.2.15","69.147.82.60","TLSv1.3","224","Application Data"
"2426","1.881878486","10.0.2.15","69.147.82.60","TLSv1.3","326","Application Data"
"2427","1.882009015","69.147.82.60","10.0.2.15","TCP","60","443  >  37828 [ACK] Seq=5258 Ack=752 Win=65535 Len=0"
"2428","1.882009059","69.147.82.60","10.0.2.15","TCP","60","443  >  37828 [ACK] Seq=5258 Ack=1024 Win=65535 Len=0"
"2429","1.884089773","52.0.156.250","10.0.2.15","TLSv1.2","1514","Server Hello"
"2430","1.884094455","10.0.2.15","52.0.156.250","TCP","54","33786  >  443 [ACK] Seq=518 Ack=1461 Win=63360 Len=0"
"2431","1.888377037","52.0.156.250","10.0.2.15","TCP","1514","443  >  33786 [PSH, ACK] Seq=1461 Ack=518 Win=65535 Len=1460 [TCP segment of a reassembled PDU]"
"2432","1.888381696","10.0.2.15","52.0.156.250","TCP","54","33786  >  443 [ACK] Seq=518 Ack=2921 Win=63360 Len=0"
"2433","1.889029267","52.0.156.250","10.0.2.15","TLSv1.2","1269","Certificate, Server Key Exchange, Server Hello Done"
"2434","1.889029343","23.203.176.221","10.0.2.15","OCSP","927","Response"
"2435","1.889034484","10.0.2.15","52.0.156.250","TCP","54","33786  >  443 [ACK] Seq=518 Ack=4136 Win=63360 Len=0"
"2436","1.889044448","10.0.2.15","23.203.176.221","TCP","54","46956  >  80 [ACK] Seq=849 Ack=1747 Win=63729 Len=0"
"2442","1.890431783","3.213.245.182","10.0.2.15","TLSv1.3","1514","Server Hello, Change Cipher Spec, Application Data"
"2443","1.890436508","10.0.2.15","3.213.245.182","TCP","54","40408  >  443 [ACK] Seq=518 Ack=1461 Win=63360 Len=0"
"2444","1.890944699","10.0.2.15","52.0.156.250","TLSv1.2","180","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"2445","1.891060473","52.0.156.250","10.0.2.15","TCP","60","443  >  33786 [ACK] Seq=4136 Ack=644 Win=65535 Len=0"
"2446","1.891161941","10.0.2.15","185.167.164.53","TLSv1.3","134","Change Cipher Spec, Application Data"
"2447","1.891179577","3.213.245.182","10.0.2.15","TLSv1.3","2974","Application Data [TCP segment of a reassembled PDU]"
"2448","1.891185275","10.0.2.15","3.213.245.182","TCP","54","40408  >  443 [ACK] Seq=518 Ack=4381 Win=60480 Len=0"
"2449","1.891311657","3.213.245.182","10.0.2.15","TLSv1.3","295","Application Data, Application Data"
"2450","1.891316819","10.0.2.15","3.213.245.182","TCP","54","40408  >  443 [ACK] Seq=518 Ack=4622 Win=60480 Len=0"
"2452","1.892607594","10.0.2.15","185.167.164.53","TLSv1.3","224","Application Data"
"2453","1.892621791","10.0.2.15","185.167.164.53","TLSv1.3","387","Application Data"
"2454","1.892657141","8.28.7.81","10.0.2.15","TLSv1.3","1514","Server Hello, Change Cipher Spec, Application Data"
"2455","1.892661702","10.0.2.15","8.28.7.81","TCP","54","40192  >  443 [ACK] Seq=518 Ack=1461 Win=63360 Len=0"
"2456","1.892770489","185.167.164.53","10.0.2.15","TCP","60","443  >  50144 [ACK] Seq=4952 Ack=768 Win=65535 Len=0"
"2457","1.892770576","185.167.164.53","10.0.2.15","TCP","60","443  >  50144 [ACK] Seq=4952 Ack=1101 Win=65535 Len=0"
"2458","1.892891448","8.28.7.81","10.0.2.15","TCP","1514","443  >  40192 [PSH, ACK] Seq=1461 Ack=518 Win=65535 Len=1460 [TCP segment of a reassembled PDU]"
"2459","1.892896774","10.0.2.15","8.28.7.81","TCP","54","40192  >  443 [ACK] Seq=518 Ack=2921 Win=61920 Len=0"
"2460","1.893817328","8.28.7.81","10.0.2.15","TLSv1.3","1514","Application Data [TCP segment of a reassembled PDU]"
"2461","1.893822687","10.0.2.15","8.28.7.81","TCP","54","40192  >  443 [ACK] Seq=518 Ack=4381 Win=60480 Len=0"
"2462","1.893936577","8.28.7.81","10.0.2.15","TLSv1.3","166","Application Data, Application Data"
"2464","1.893942429","10.0.2.15","8.28.7.81","TCP","54","40192  >  443 [ACK] Seq=518 Ack=4493 Win=60480 Len=0"
"2465","1.894050579","69.147.82.60","10.0.2.15","TLSv1.3","660","Application Data, Application Data"
"2466","1.894054867","10.0.2.15","69.147.82.60","TCP","54","37828  >  443 [ACK] Seq=1024 Ack=5864 Win=63360 Len=0"
"2470","1.895513303","69.147.82.60","10.0.2.15","TLSv1.3","533","Application Data"
"2472","1.895519166","10.0.2.15","69.147.82.60","TCP","54","37828  >  443 [ACK] Seq=1024 Ack=6343 Win=63360 Len=0"
"2474","1.895662164","10.0.2.15","69.147.82.60","TLSv1.3","85","Application Data"
"2475","1.895745595","69.147.82.60","10.0.2.15","TCP","60","443  >  37828 [ACK] Seq=6343 Ack=1055 Win=65535 Len=0"
"2476","1.895968733","10.0.2.15","3.213.245.182","TLSv1.3","118","Change Cipher Spec, Application Data"
"2478","1.896425060","10.0.2.15","3.213.245.182","TLSv1.3","224","Application Data"
"2479","1.896436883","10.0.2.15","3.213.245.182","TLSv1.3","397","Application Data"
"2480","1.896482569","3.213.245.182","10.0.2.15","TCP","60","443  >  40408 [ACK] Seq=4622 Ack=752 Win=65535 Len=0"
"2481","1.896537963","3.213.245.182","10.0.2.15","TCP","60","443  >  40408 [ACK] Seq=4622 Ack=1095 Win=65535 Len=0"
"2487","1.898127942","10.0.2.15","8.28.7.81","TLSv1.3","118","Change Cipher Spec, Application Data"
"2488","1.898282840","10.0.2.15","104.18.20.226","OCSP","492","Request"
"2489","1.898402776","104.18.20.226","10.0.2.15","TCP","60","80  >  45912 [ACK] Seq=1 Ack=439 Win=65535 Len=0"
"2490","1.898456223","10.0.2.15","8.28.7.81","TLSv1.3","224","Application Data"
"2491","1.898472202","10.0.2.15","8.28.7.81","TLSv1.3","391","Application Data"
"2493","1.898531249","8.28.7.81","10.0.2.15","TCP","60","443  >  40192 [ACK] Seq=4493 Ack=752 Win=65535 Len=0"
"2494","1.898570591","8.28.7.81","10.0.2.15","TCP","60","443  >  40192 [ACK] Seq=4493 Ack=1089 Win=65535 Len=0"
"2501","1.901096361","185.167.164.53","10.0.2.15","TLSv1.3","341","Application Data"
"2502","1.901100747","10.0.2.15","185.167.164.53","TCP","54","50144  >  443 [ACK] Seq=1101 Ack=5239 Win=63360 Len=0"
"2503","1.901438674","185.167.164.53","10.0.2.15","TLSv1.3","341","Application Data"
"2504","1.901440687","10.0.2.15","185.167.164.53","TCP","54","50144  >  443 [ACK] Seq=1101 Ack=5526 Win=63360 Len=0"
"2507","1.902099860","185.167.164.53","10.0.2.15","TLSv1.3","793","Application Data, Application Data"
"2508","1.902104924","10.0.2.15","185.167.164.53","TCP","54","50144  >  443 [ACK] Seq=1101 Ack=6265 Win=63360 Len=0"
"2509","1.902166675","10.0.2.15","185.167.164.53","TLSv1.3","85","Application Data"
"2510","1.902376289","185.167.164.53","10.0.2.15","TCP","60","443  >  50144 [ACK] Seq=6265 Ack=1132 Win=65535 Len=0"
"2517","1.905152174","52.0.156.250","10.0.2.15","TLSv1.2","105","Change Cipher Spec, Encrypted Handshake Message"
"2518","1.905156210","10.0.2.15","52.0.156.250","TCP","54","33786  >  443 [ACK] Seq=644 Ack=4187 Win=63360 Len=0"
"2529","1.908848495","3.213.245.182","10.0.2.15","TLSv1.3","304","Application Data, Application Data"
"2530","1.908852903","10.0.2.15","3.213.245.182","TCP","54","40408  >  443 [ACK] Seq=1095 Ack=4872 Win=63360 Len=0"
"2532","1.909109203","10.0.2.15","3.213.245.182","TLSv1.3","85","Application Data"
"2533","1.909194617","3.213.245.182","10.0.2.15","TCP","60","443  >  40408 [ACK] Seq=4872 Ack=1126 Win=65535 Len=0"
"2540","1.911413527","8.28.7.81","10.0.2.15","TLSv1.3","134","Application Data, Application Data"
"2541","1.911418252","10.0.2.15","8.28.7.81","TCP","54","40192  >  443 [ACK] Seq=1089 Ack=4573 Win=63360 Len=0"
"2542","1.911474249","10.0.2.15","8.28.7.81","TLSv1.3","85","Application Data"
"2543","1.911539478","8.28.7.81","10.0.2.15","TCP","60","443  >  40192 [ACK] Seq=4573 Ack=1120 Win=65535 Len=0"
"2544","1.911650943","8.28.7.81","10.0.2.15","TLSv1.3","399","Application Data"
"2545","1.911655909","10.0.2.15","8.28.7.81","TCP","54","40192  >  443 [ACK] Seq=1120 Ack=4918 Win=63360 Len=0"
"2548","1.912552059","3.213.245.182","10.0.2.15","TLSv1.3","680","Application Data"
"2549","1.912556708","10.0.2.15","3.213.245.182","TCP","54","40408  >  443 [ACK] Seq=1126 Ack=5498 Win=63360 Len=0"
"2555","1.916988944","50.57.31.206","10.0.2.15","TLSv1.2","1514","Server Hello"
"2556","1.916993844","10.0.2.15","50.57.31.206","TCP","54","49272  >  443 [ACK] Seq=518 Ack=1461 Win=63360 Len=0"
"2557","1.917895033","50.57.31.206","10.0.2.15","TCP","1514","443  >  49272 [PSH, ACK] Seq=1461 Ack=518 Win=65535 Len=1460 [TCP segment of a reassembled PDU]"
"2558","1.917899824","10.0.2.15","50.57.31.206","TCP","54","49272  >  443 [ACK] Seq=518 Ack=2921 Win=63360 Len=0"
"2561","1.919157941","50.57.31.206","10.0.2.15","TLSv1.2","417","Certificate, Server Key Exchange, Server Hello Done"
"2562","1.919160631","10.0.2.15","50.57.31.206","TCP","54","49272  >  443 [ACK] Seq=518 Ack=3284 Win=62997 Len=0"
"2568","1.921457958","10.0.2.15","50.57.31.206","TLSv1.2","180","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"2569","1.921553270","50.57.31.206","10.0.2.15","TCP","60","443  >  49272 [ACK] Seq=3284 Ack=644 Win=65535 Len=0"
"2570","1.922581269","10.0.2.15","104.18.21.226","TCP","74","32990  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=1381862073 TSecr=0 WS=128"
"2590","1.930367129","104.18.21.226","10.0.2.15","TCP","60","80  >  32990 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460"
"2591","1.930377246","10.0.2.15","104.18.21.226","TCP","54","32990  >  80 [ACK] Seq=1 Ack=1 Win=64240 Len=0"
"2592","1.930517378","10.0.2.15","104.18.21.226","OCSP","494","Request"
"2593","1.930624359","104.18.21.226","10.0.2.15","TCP","60","80  >  32990 [ACK] Seq=1 Ack=441 Win=65535 Len=0"
"2595","1.939119492","104.18.20.226","10.0.2.15","OCSP","1962","Response"
"2596","1.939124753","10.0.2.15","104.18.20.226","TCP","54","45912  >  80 [ACK] Seq=439 Ack=1909 Win=63360 Len=0"
"2600","1.940385796","10.0.2.15","52.0.156.250","TLSv1.2","231","Application Data"
"2601","1.940398253","10.0.2.15","52.0.156.250","TLSv1.2","324","Application Data"
"2603","1.940542974","52.0.156.250","10.0.2.15","TCP","60","443  >  33786 [ACK] Seq=4187 Ack=821 Win=65535 Len=0"
"2604","1.940543062","52.0.156.250","10.0.2.15","TCP","60","443  >  33786 [ACK] Seq=4187 Ack=1091 Win=65535 Len=0"
"2622","1.948566167","50.57.31.206","10.0.2.15","TLSv1.2","105","Change Cipher Spec, Encrypted Handshake Message"
"2623","1.948570914","10.0.2.15","50.57.31.206","TCP","54","49272  >  443 [ACK] Seq=644 Ack=3335 Win=62997 Len=0"
"2636","1.954111219","52.0.156.250","10.0.2.15","TLSv1.2","107","Application Data"
"2637","1.954115452","10.0.2.15","52.0.156.250","TCP","54","33786  >  443 [ACK] Seq=1091 Ack=4240 Win=63360 Len=0"
"2638","1.954187060","10.0.2.15","52.0.156.250","TLSv1.2","92","Application Data"
"2639","1.954252106","52.0.156.250","10.0.2.15","TCP","60","443  >  33786 [ACK] Seq=4240 Ack=1129 Win=65535 Len=0"
"2642","1.956363288","52.0.156.250","10.0.2.15","TLSv1.2","928","Application Data"
"2643","1.963217201","104.18.21.226","10.0.2.15","TCP","1514","80  >  32990 [PSH, ACK] Seq=1 Ack=441 Win=65535 Len=1460 [TCP segment of a reassembled PDU]"
"2644","1.963221871","10.0.2.15","104.18.21.226","TCP","54","32990  >  80 [ACK] Seq=441 Ack=1461 Win=63360 Len=0"
"2645","1.963373729","104.18.21.226","10.0.2.15","OCSP","483","Response"
"2646","1.963375982","10.0.2.15","104.18.21.226","TCP","54","32990  >  80 [ACK] Seq=441 Ack=1890 Win=63360 Len=0"
"2647","1.964129964","10.0.2.15","50.57.31.206","TLSv1.2","527","Application Data"
"2648","1.964197998","50.57.31.206","10.0.2.15","TCP","60","443  >  49272 [ACK] Seq=3335 Ack=1117 Win=65535 Len=0"
"2651","1.977246155","10.0.2.15","44.215.118.141","TCP","74","40348  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=1553491336 TSecr=0 WS=128"
"2652","1.977890146","54.36.150.183","10.0.2.15","TLSv1.3","308","Application Data"
"2653","1.977895342","10.0.2.15","54.36.150.183","TCP","54","36166  >  443 [ACK] Seq=1183 Ack=5178 Win=63360 Len=0"
"2658","1.980798636","10.0.2.15","185.167.164.53","TLSv1.3","213","Application Data"
"2659","1.980859688","185.167.164.53","10.0.2.15","TCP","60","443  >  50144 [ACK] Seq=6265 Ack=1291 Win=65535 Len=0"
"2661","1.981381992","10.0.2.15","8.28.7.81","TLSv1.3","213","Application Data"
"2662","1.981477694","8.28.7.81","10.0.2.15","TCP","60","443  >  40192 [ACK] Seq=4918 Ack=1279 Win=65535 Len=0"
"2663","1.981794851","10.0.2.15","3.213.245.182","TLSv1.3","234","Application Data"
"2664","1.981880929","3.213.245.182","10.0.2.15","TCP","60","443  >  40408 [ACK] Seq=5498 Ack=1306 Win=65535 Len=0"
"2665","1.982163688","10.0.2.15","52.0.156.250","TLSv1.2","153","Application Data"
"2666","1.984612254","52.0.156.250","10.0.2.15","TCP","60","443  >  33786 [ACK] Seq=5114 Ack=1228 Win=65535 Len=0"
"2669","1.988285920","185.167.164.53","10.0.2.15","TLSv1.3","575","Application Data"
"2670","1.988290634","10.0.2.15","185.167.164.53","TCP","54","50144  >  443 [ACK] Seq=1291 Ack=6786 Win=63360 Len=0"
"2673","1.989708923","44.215.118.141","10.0.2.15","TCP","60","443  >  40348 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460"
"2674","1.989717213","10.0.2.15","44.215.118.141","TCP","54","40348  >  443 [ACK] Seq=1 Ack=1 Win=64240 Len=0"
"2676","1.991594745","10.0.2.15","44.215.118.141","TLSv1.3","571","Client Hello"
"2677","1.991686109","44.215.118.141","10.0.2.15","TCP","60","443  >  40348 [ACK] Seq=1 Ack=518 Win=65535 Len=0"
"2678","1.996146746","3.213.245.182","10.0.2.15","TLSv1.3","536","Application Data"
"2679","1.996151537","10.0.2.15","3.213.245.182","TCP","54","40408  >  443 [ACK] Seq=1306 Ack=5980 Win=63360 Len=0"
"2680","1.996275071","3.213.245.182","10.0.2.15","TLSv1.3","85","Application Data"
"2681","1.996279862","10.0.2.15","3.213.245.182","TCP","54","40408  >  443 [ACK] Seq=1306 Ack=6011 Win=63360 Len=0"
"2682","1.996332351","50.57.31.206","10.0.2.15","TLSv1.2","762","Application Data"
"2683","1.996333981","10.0.2.15","50.57.31.206","TCP","54","49272  >  443 [ACK] Seq=1117 Ack=4043 Win=62997 Len=0"
"2684","1.996407755","8.28.7.81","10.0.2.15","TLSv1.3","117","Application Data"
"2686","1.996410292","10.0.2.15","8.28.7.81","TCP","54","40192  >  443 [ACK] Seq=1279 Ack=4981 Win=63360 Len=0"
"2687","1.996746969","10.0.2.15","69.147.82.60","TLSv1.3","166","Application Data"
"2688","1.996769173","10.0.2.15","69.147.82.60","TCP","74","37838  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=4274051842 TSecr=0 WS=128"
"2689","1.996919677","69.147.82.60","10.0.2.15","TCP","60","443  >  37828 [ACK] Seq=6343 Ack=1167 Win=65535 Len=0"
"2691","1.997833036","52.0.156.250","10.0.2.15","TLSv1.2","407","Application Data"
"2693","1.999101587","10.0.2.15","50.57.31.206","TLSv1.2","528","Application Data"
"2694","1.999208934","50.57.31.206","10.0.2.15","TCP","60","443  >  49272 [ACK] Seq=4043 Ack=1591 Win=65535 Len=0"
"2695","2.004602668","69.147.82.60","10.0.2.15","TCP","60","443  >  37838 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460"
"2696","2.004613486","10.0.2.15","69.147.82.60","TCP","54","37838  >  443 [ACK] Seq=1 Ack=1 Win=64240 Len=0"
"2697","2.005596183","10.0.2.15","69.147.82.60","TLSv1.3","571","Client Hello"
"2698","2.005687588","69.147.82.60","10.0.2.15","TCP","60","443  >  37838 [ACK] Seq=1 Ack=518 Win=65535 Len=0"
"2704","2.010367258","44.215.118.141","10.0.2.15","TLSv1.3","1494","Server Hello, Change Cipher Spec, Application Data"
"2705","2.010370189","10.0.2.15","44.215.118.141","TCP","54","40348  >  443 [ACK] Seq=518 Ack=1441 Win=63360 Len=0"
"2706","2.010417582","44.215.118.141","10.0.2.15","TCP","1494","443  >  40348 [PSH, ACK] Seq=1441 Ack=518 Win=65535 Len=1440 [TCP segment of a reassembled PDU]"
"2707","2.010419988","10.0.2.15","44.215.118.141","TCP","54","40348  >  443 [ACK] Seq=518 Ack=2881 Win=63360 Len=0"
"2708","2.010530698","44.215.118.141","10.0.2.15","TCP","1270","443  >  40348 [PSH, ACK] Seq=2881 Ack=518 Win=65535 Len=1216 [TCP segment of a reassembled PDU]"
